Sample ID	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream or River	Agency	Project	Site Code	Visit Date	Date Released	Latitude	Longitude	Lab Name	Sample Code	QC Replicate Of Sample Code	Collection Count	Positions In Stream	Surface Area	Surface Area Units	Taxa Effort	Deficiency Notes	QA/QC Result	Sampling Grid Squares Counted	Total Sampling Grid Squares	Taxon Serial Number	Taxon	Quantity	Quantity Subsampling	Life Stage	Unique	Damaged	Immature	Outside Protocol	Wrong Gender	Non-B-IBI	Predator	Long Lived	Tolerant	Intolerant	Clinger	Fine Sediment Sensitivity Index	Hilsenhoff Biotic Tolerance Index	Metals Tolerance Index	Rank	Phylum	Subphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Custom Subfamily	Tribe	Genus Group	Subtribe	Genus	Species Group	Subgenus	Species	Subspecies
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-32	Rhabdomastix Fascigera Group	4	4	larva	True	False	False	False	False	False	False	False	False	False	False	5	8	1	Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Eriopterini			Rhabdomastix	Rhabdomastix Fascigera Group			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	119660	Antocha monticola	3	3	larva	True	False	False	False	False	False	False	False	False	False	True	15	3	4	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Limoniini			Antocha			monticola	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	119660	Antocha monticola	2	2	pupa	False	False	False	False	False	False	False	False	False	False	True	15	3	4	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Limoniini			Antocha			monticola	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	121027	Dicranota	2	2	larva	True	False	False	False	False	False	True	False	False	False	False		3	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Pediciini			Dicranota				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103254	Suwallia	8	8	larva	True	False	False	False	False	False	True	False	False	False	False	10	1	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Chloroperlidae	Chloroperlinae					Suwallia				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103273	Sweltsa	13	13	larva	True	False	False	False	False	False	True	True	False	False	False		1	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Chloroperlidae	Chloroperlinae					Sweltsa				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	102986	Calineuria californica	3	3	larva	True	False	False	False	False	False	True	True	False	True	True	10	1	3	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlidae	Acroneuriinae		Acroneuriini			Calineuria			californica	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103110	Megarcys	1	1	larva	True	False	False	False	False	False	True	True	False	False	True	20	2	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlodidae	Perlodinae		Arcynopterygini			Megarcys				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	115973	Pedomoecus sierra	12	12	larva	True	False	False	False	False	False	False	False	False	False	False				Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Limnephiloidea	Apataniidae						Pedomoecus			sierra	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	116025	Ecclisomyia	7	7	larva	True	False	False	False	False	False	False	False	False	True	True	20	2	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Limnephiloidea	Limnephilidae	Dicosmoecinae					Ecclisomyia				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	116046	Neophylax	19	19	larva	True	False	True	False	False	False	False	False	False	True	True	10	3	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Limnephiloidea	Uenoidae	Thremmatinae					Neophylax				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	115155	Rhyacophila narvae	15	15	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila			narvae	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-34	Rhyacophila Alberta Group	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila	Rhyacophila Alberta Group			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-149	Rhyacophila atrata complex	6	6	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila	Rhyacophila atrata complex			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-37	Rhyacophila Betteni Group	6	6	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila	Rhyacophila Betteni Group			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-42	Rhyacophila Hyalinata Group	2	2	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila	Rhyacophila Hyalinata Group			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-52	Rhyacophila Vofixa Group	5	5	larva	True	False	False	False	False	False	True	False	False	False	True		0		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Rhyacophiloidea	Rhyacophilidae						Rhyacophila	Rhyacophila Vofixa Group			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	101365	Drunella	1	1	larva	True	True	False	False	False	False	False	False	False	True	True	5	1		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Furcatergalia	Pannota	Ephemerelloidea	Ephemerellidae						Drunella				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	101385	Drunella spinifera	2	2	larva	True	False	False	False	False	False	True	False	False	True	True	5	1		Species	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Furcatergalia	Pannota	Ephemerelloidea	Ephemerellidae						Drunella			spinifera	
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	100996	Ameletus	13	13	larva	True	False	False	False	False	False	False	False	False	True	True		0	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Pisciforma			Ameletidae						Ameletus				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-177	Baetis tricaudatus complex	44	44	larva	True	False	False	False	False	False	False	False	False	False	True		5		Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Pisciforma			Baetidae						Baetis	Baetis tricaudatus complex			
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	100557	Cinygmula	11	11	larva	True	False	False	False	False	False	False	False	False	True	True	5	4	0	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Setisura			Heptageniidae						Cinygmula				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	100626	Epeorus	26	26	larva	True	False	False	False	False	False	False	False	False	True	True	10	0	0	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Setisura			Heptageniidae						Epeorus				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	100572	Rhithrogena	8	8	larva	True	False	False	False	False	False	False	False	False	True	True	15	0	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Palaeoptera		Ephemeroptera	Setisura			Heptageniidae						Rhithrogena				
13382	8474	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	7/21/2015	9/12/2016	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2015-0721-09:41		8	Reach Wide Composite	8.00	ft2	Fine			30	30	54510	Polycelis	3	3	not specified	True	False	False	False	False	False	False	False	False	False	False		6		Genus	Platyhelminthes			Turbellaria	Archoophora			Tricladida				Planariidae						Polycelis				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	68544	Mesenchytraeus	3	3	not specified	True	False	False	False	False	False	False	False	False	False	False		10		Genus	Annelida			Clitellata	Oligochaeta			Haplotaxida	Tubificina			Enchytraeidae						Mesenchytraeus				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-184	Platyhydracarus	2	2	adult	True	False	False	False	False	False	False	False	False	False	False				Genus	Arthropoda	Chelicerata		Arachnida	Acari		Acariformes	Trombidiformes	Prostigmata			Athienemanniidae						Platyhydracarus				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	83170	Protzia	2	2	adult	True	False	False	False	False	False	False	False	False	False	False				Genus	Arthropoda	Chelicerata		Arachnida	Acari		Acariformes	Trombidiformes	Prostigmata			Protziidae						Protzia				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	83006	Sperchon	5	5	adult	True	False	False	False	False	False	False	False	False	False	False		8		Genus	Arthropoda	Chelicerata		Arachnida	Acari		Acariformes	Trombidiformes	Prostigmata			Sperchontidae						Sperchon				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	135830	Empididae	1	1	pupa	False	False	False	False	False	False	True	False	False	False	True		6		Family	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Muscomorpha		Empididae										
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-132	Empididae Genus B	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		6		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Muscomorpha		Empididae						Empididae Genus B				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	136377	Oreogeton	1	1	larva	True	False	False	False	False	False	True	True	False	True	True	10	5		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Muscomorpha		Empididae	Oreogetoninae					Oreogeton				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	130915	Glutops	1	1	larva	True	False	False	False	False	False	True	True	False	False	False		3		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Tabanomorpha		Pelecorhynchidae						Glutops				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	129952	Rheotanytarsus	1	1	larva	True	False	False	False	False	False	False	False	False	False	True		6	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Rheotanytarsus				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	129952	Rheotanytarsus	2	2	pupa	False	False	False	False	False	False	False	False	False	False	True		6	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Rheotanytarsus				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	128355	Diamesa	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		5	9	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Diamesinae		Diamesini			Diamesa				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	128401	Pagastia	4	4	larva	True	False	False	False	False	False	False	False	True	False	False		1	9	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Diamesinae		Diamesini			Pagastia				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	128477	Brillia	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Brillia				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	568516	Cricotopus (Nostococladius)	1	1	larva	True	False	False	False	False	False	False	False	False	False	True		7	5	Subgenus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Cricotopus		Nostococladius		
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	128689	Eukiefferiella	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		8	9	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Eukiefferiella				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	128874	Orthocladius	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		5	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Orthocladius				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-55	Tvetenia Bavarica Group	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Tvetenia	Tvetenia Bavarica Group			
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	-144	Helodon	2	2	larva	True	False	False	False	False	False	False	False	True	False	True		6		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Simuliidae						Helodon				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	119660	Antocha monticola	2	2	larva	True	False	False	False	False	False	False	False	False	False	True	15	3	4	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Limoniini			Antocha			monticola	
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	102596	Zapada columbiana	8	8	larva	True	False	False	False	False	False	False	True	False	False	False		2		Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Euholognatha			Nemouridae	Nemourinae					Zapada			columbiana	
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103254	Suwallia	1	1	larva	True	False	False	False	False	False	True	False	False	False	False	10	1	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Chloroperlidae	Chloroperlinae					Suwallia				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103233	Paraperla	5	5	larva	True	False	False	False	False	False	True	True	False	True	False	10	1		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Chloroperlidae	Paraperlinae					Paraperla				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	102510	Yoraperla	12	12	larva	True	False	False	False	False	False	False	True	False	True	False	5	2		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Peltoperlidae	Peltoperlinae					Yoraperla				
12634	7789	1655					Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	8/5/2014	4/14/2015	46.934560	-121.358530	Rhithron Associates, Inc.	BIO06600-UNIO04-DCE-2014-0805-15:30		8	Reach Wide Composite	8.00	ft2	Fine			30	30	103121	Doroneuria	7	7	larva	True	False	False	False	False	False	True	True	False	True	True	15	1	3	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlidae	Acroneuriinae		Acroneuriini			Doroneuria				
