"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score","diff"
"508",2265,14,3,2,1,7,3,0,98,18,2,136,13.2352941176471,1.47058823529412,72.0588235294118,0,2.85714285714286,1.42857142857143,0,1.17647058823529,1.25,0,2.61609907120743,0.235294117647059,6.92202462380301,16.4856026866071,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2007-08-28",2007,"ABR, Inc.","08LIT2488",47.7566,-122.166294,1295,170,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","King County - DNRP","Ambient Monitoring","08LIT2488",47.7566,-122.166294,39322,40882,"Coarse",3,14,3,2,1,6,7,3,0,0.721,0.015,0.132,136,16.5,0,2.9,1.4,0,1.2,1.2,0,2.6,0.2,6.9,-0.0143973133929229
"509",2278,14,1,2,0,5,3,0,271,184,5,381,48.2939632545932,1.31233595800525,71.1286089238845,0,0,1.42857142857143,0,0,1.25,0,2.86089238845144,0.156167979002625,0,5.6956317960255,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Peters Creek","Ambient Monitoring","2007-08-13",2007,"ABR, Inc.","08SAM0000",47.682628,-122.143714,1398,188,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Sammamish River Subbasin","Peters Creek","King County - DNRP","Ambient Monitoring","08SAM0000",47.682628,-122.143714,39307,40882,"Coarse",3,14,1,2,0,3,5,3,0,0.711,0.013,0.483,381,5.7,0,0,1.4,0,0,1.2,0,2.9,0.1,0,-0.00436820397450255
"510",2282,16,1,4,3,6,5,0,113,64,23,163,39.2638036809816,14.1104294478528,69.3251533742331,0,0,4.28571428571429,2.5,0.588235294117647,3.75,0,3.33548595414918,6.55521472392638,0.868882864888,21.8835331227955,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0095F)","Ambient Monitoring","2007-08-13",2007,"ABR, Inc.","08SAM3045",47.712241,-122.12057,1442,196,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0095F)","King County - DNRP","Ambient Monitoring","08SAM3045",47.712241,-122.12057,39307,40882,"Coarse",3,16,1,4,3,8,6,5,0,0.693,0.141,0.393,163,21.9,0,0,4.3,2.5,0.6,3.8,0,3.3,6.6,0.9,-0.0164668772045076
"511",2298,10,2,1,3,5,1,0,29,10,3,40,25,7.5,72.5,0,1.42857142857143,0,2.5,0,0,0,2.5,3.25,4.18604651162791,13.8646179401993,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","Status & Trends","2001-09-22",2001,"Aquatic Biology Associates, Inc.","PI01",47.710954,-122.372315,903,55,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","City of Seattle","Status & Trends","PI01",47.710954,-122.372315,37156,42324,"Coarse",3,10,2,1,3,6,5,1,0,0.725,0.075,0.25,40,13.9,0,1.4,0,2.5,0,0,0,2.5,3.3,4.2,-0.0353820598006642
"512",2299,13,2,3,1,5,3,0,308,29,19,374,7.75401069518717,5.08021390374332,82.3529411764706,0,1.42857142857143,2.85714285714286,0,0,1.25,0,0,2.04010695187166,8.19674169879368,15.7725629363796,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","Status & Trends","2000-08-30",2000,"Aquatic Biology Associates, Inc.","PI01",47.710954,-122.372315,904,55,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","City of Seattle","Status & Trends","PI01",47.710954,-122.372315,36768,41466,"Coarse",3,13,2,3,1,6,5,3,0,0.824,0.051,0.078,374,15.8,0,1.4,2.9,0,0,1.2,0,0,2,8.2,-0.0274370636203756
"513",2300,17,3,1,2,6,4,0,105,40,26,168,23.8095238095238,15.4761904761905,62.5,0.476190476190476,2.85714285714286,0,1.25,0.588235294117647,2.5,0,5.13157894736842,7.23809523809524,4.46290143964563,24.5041442525603,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","Status & Trends","2001-09-22",2001,"Aquatic Biology Associates, Inc.","PI02",47.705213,-122.364284,907,56,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","City of Seattle","Status & Trends","PI02",47.705213,-122.364284,37156,42324,"Coarse",3,17,3,1,2,6,6,4,0,0.625,0.155,0.238,168,24.5,0.5,2.9,0,1.2,0.6,2.5,0,5.1,7.3,4.5,0.00414425256026618
"514",2301,16,2,3,1,4,4,0,61,28,20,109,25.6880733944954,18.348623853211,55.9633027522936,0,1.42857142857143,2.85714285714286,0,0,2.5,0,6.85176243360695,8.6743119266055,4.0260294431406,26.3378180890673,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","Status & Trends","2000-08-30",2000,"Aquatic Biology Associates, Inc.","PI02",47.705213,-122.364284,908,56,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","City of Seattle","Status & Trends","PI02",47.705213,-122.364284,36768,41466,"Coarse",3,16,2,3,1,6,4,4,0,0.56,0.183,0.257,109,26.3,0,1.4,2.9,0,0,2.5,0,6.8,8.6,4,0.037818089067347
"515",2302,10,1,2,0,1,0,0,139,0,3,153,0,1.96078431372549,90.8496732026144,0,0,1.42857142857143,0,0,0,0,0,0.480392156862745,10,11.9089635854342,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","Status & Trends","2000-08-30",2000,"Aquatic Biology Associates, Inc.","PI03",47.705768,-122.364562,911,57,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Pipers Creek","City of Seattle","Status & Trends","PI03",47.705768,-122.364562,36768,41466,"Coarse",3,10,1,2,0,3,1,0,0,0.908,0.02,0,153,11.9,0,0,1.4,0,0,0,0,0,0.5,10,0.00896358543417364
"516",2303,19,2,4,3,7,5,0,271,70,74,436,16.0550458715596,16.9724770642202,62.1559633027523,1.42857142857143,1.42857142857143,4.28571428571429,2.5,1.17647058823529,3.75,0,5.22211492032834,7.98623853211009,6.26626840196288,34.0439495854937,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Venema Creek","Status & Trends","2001-09-22",2001,"Aquatic Biology Associates, Inc.","PV01",47.711047,-122.371731,919,58,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Venema Creek","City of Seattle","Status & Trends","PV01",47.711047,-122.371731,37156,42324,"Coarse",3,19,2,4,3,9,7,5,0,0.622,0.17,0.161,436,34,1.4,1.4,4.3,2.5,1.2,3.8,0,5.2,8,6.3,0.0439495854937491
"517",2304,16,2,5,1,5,4,0,340,60,28,490,12.2448979591837,5.71428571428571,69.3877551020408,0,1.42857142857143,5.71428571428571,0,0,2.5,0,3.31901181525242,2.35714285714286,7.15234931181775,22.4713611270702,"City of Seattle",8,"Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Venema Creek","Status & Trends","2000-08-31",2000,"Aquatic Biology Associates, Inc.","PV01",47.711047,-122.371731,920,58,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Pipers Creek Subbasin","Venema Creek","City of Seattle","Status & Trends","PV01",47.711047,-122.371731,36769,41467,"Coarse",3,16,2,5,1,8,5,4,0,0.694,0.057,0.122,490,22.5,0,1.4,5.7,0,0,2.5,0,3.3,2.4,7.2,-0.0286388729298324
"518",2311,21,2,4,1,6,4,0,185,79,13,292,27.0547945205479,4.45205479452055,63.3561643835616,2.38095238095238,1.42857142857143,4.28571428571429,0,0.588235294117647,2.5,0,4.90627253064167,1.72602739726027,3.7081873208028,21.5239606380605,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","Ambient Monitoring","2009-08-03",2009,"ABR, Inc.","08EAS2540",47.550172,-122.156867,458,137,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","King County - DNRP","Ambient Monitoring","08EAS2540",47.550172,-122.156867,40028,40882,"Coarse",3,21,2,4,1,7,6,4,0,0.634,0.045,0.271,292,21.5,2.4,1.4,4.3,0,0.6,2.5,0,4.9,1.8,3.7,0.023960638060494
"519",2314,33,5,7,5,12,8,3,230,112,84,418,26.7942583732057,20.0956937799043,55.0239234449761,8.09523809523809,5.71428571428571,8.57142857142857,5,4.11764705882353,7.5,4.28571428571429,7.09896751447998,9.54784688995215,3.76877712251029,63.6999052524326,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Regulatory Effectiveness","2009-08-17",2009,"ABR, Inc.","02O",47.711746,-122.052054,1033,521,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","King County - DNRP","Regulatory Effectiveness","02O",47.711746,-122.052054,40042,40319,"Coarse",3,33,5,7,5,17,12,8,3,0.55,0.201,0.268,418,63.7,8.1,5.7,8.6,5,4.1,7.5,4.3,7.1,9.6,3.8,-9.47475673811482e-05
"520",2336,25,3,4,6,16,6,2,97,7,41,214,3.27102803738318,19.1588785046729,45.3271028037383,4.28571428571429,2.85714285714286,4.28571428571429,6.25,6.47058823529412,5,2.85714285714286,9.65076242006886,9.07943925233645,9.23929580525973,59.9757999986734,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cold Creek","Ambient Monitoring","2002-09-11",2002,"Rhithron Associates, Inc.","08BEA3321",47.754916,-122.104024,947,111,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Cold Creek","King County - DNRP","Ambient Monitoring","08BEA3321",47.754916,-122.104024,37510,40855,"Coarse",3,25,3,4,6,13,16,6,2,0.453,0.192,0.033,214,60,4.3,2.9,4.3,6.2,6.5,5,2.9,9.7,9.1,9.2,-0.0242000013265624
"521",2338,23,4,4,3,12,7,0,184,15,45,298,5.03355704697987,15.1006711409396,61.744966442953,3.33333333333333,4.28571428571429,4.28571428571429,2.5,4.11764705882353,6.25,0,5.33027198869657,7.0503355704698,8.82940533791166,45.9824218606635,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Ambient Monitoring","2002-08-15",2002,"Rhithron Associates, Inc.","08BEA3478",47.694994,-122.08918,975,113,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","King County - DNRP","Ambient Monitoring","08BEA3478",47.694994,-122.08918,37483,40855,"Coarse",3,23,4,4,3,11,12,7,0,0.617,0.151,0.05,298,46,3.3,4.3,4.3,2.5,4.1,6.2,0,5.3,7.1,8.8,-0.0175781393365355
"522",2343,34,6,8,5,15,8,3,321,1,111,491,0.203665987780041,22.6069246435845,65.3767820773931,8.57142857142857,7.14285714285714,10,5,5.88235294117647,7.5,4.28571428571429,4.37453103226498,10,9.95263581679534,72.7095197902368,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Struve Creek","Ambient Monitoring","2002-08-08",2002,"Rhithron Associates, Inc.","08BEA3826",47.7336,-122.05881,1095,118,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Struve Creek","King County - DNRP","Ambient Monitoring","08BEA3826",47.7336,-122.05881,37476,40855,"Coarse",3,34,6,8,5,19,15,8,3,0.654,0.226,0.002,491,72.7,8.6,7.1,10,5,5.9,7.5,4.3,4.4,10,10,0.00951979023679428
"523",2344,28,4,6,5,13,6,1,84,3,39,223,1.34529147982063,17.4887892376682,37.6681614349776,5.71428571428571,4.28571428571429,7.14285714285714,5,4.70588235294118,5,1.42857142857143,10,8.24439461883408,9.68714151632078,61.2088470595246,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Colin Creek","Ambient Monitoring","2002-08-08",2002,"Rhithron Associates, Inc.","08BEA3914",47.73302,-122.05998,951,119,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Colin Creek","King County - DNRP","Ambient Monitoring","08BEA3914",47.73302,-122.05998,37476,40855,"Coarse",3,28,4,6,5,15,13,6,1,0.377,0.175,0.013,223,61.2,5.7,4.3,7.1,5,4.7,5,1.4,10,8.2,9.7,0.00884705952461218
"524",2345,14,2,3,2,9,3,0,202,75,22,272,27.5735294117647,8.08823529411765,74.2647058823529,0,1.42857142857143,2.85714285714286,1.25,2.35294117647059,1.25,0,2.03560371517028,3.54411764705882,3.5875512995896,18.3059281240036,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Molasses Creek","Ambient Monitoring","2002-08-20",2002,"Rhithron Associates, Inc.","08CED2518",47.466198,-122.159083,707,121,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Molasses Creek","King County - DNRP","Ambient Monitoring","08CED2518",47.466759,-122.159109,37488,40855,"Coarse",3,14,2,3,2,7,9,3,0,0.743,0.081,0.276,272,18.3,0,1.4,2.9,1.2,2.4,1.2,0,2,3.6,3.6,0.00592812400357801
"525",2346,21,3,4,4,11,5,1,311,33,39,397,8.31234256926952,9.82367758186398,78.3375314861461,2.38095238095238,2.85714285714286,4.28571428571429,3.75,3.52941176470588,3.75,1.42857142857143,0.963807503645766,4.41183879093199,8.06689707691407,35.4243360885787,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Maplewood Creek","Ambient Monitoring","2002-08-02",2002,"Rhithron Associates, Inc.","08CED2433",47.474227,-122.163593,693,120,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Maplewood Creek","King County - DNRP","Ambient Monitoring","08CED2433",47.474227,-122.163593,37470,40855,"Coarse",3,21,3,4,4,11,11,5,1,0.783,0.098,0.083,397,35.4,2.4,2.9,4.3,3.8,3.5,3.8,1.4,1,4.4,8.1,0.0243360885786572
"526",2347,9,1,1,0,3,1,0,104,58,2,131,44.2748091603053,1.52671755725191,79.3893129770992,0,0,0,0,0,0,0,0.68702290076336,0.263358778625954,0,0.950381679389314,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Madsen Creek","Ambient Monitoring","2002-08-22",2002,"Rhithron Associates, Inc.","08CED2711",47.453235,-122.137979,689,122,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Madsen Creek","King County - DNRP","Ambient Monitoring","08CED2711",47.453235,-122.137979,37490,40855,"Coarse",3,9,1,1,0,2,3,1,0,0.794,0.015,0.443,131,0.9,0,0,0,0,0,0,0,0.7,0.2,0,0.0503816793893138
"527",2348,21,2,4,2,7,6,0,201,96,14,250,38.4,5.6,80.4,2.38095238095238,1.42857142857143,4.28571428571429,1.25,1.17647058823529,5,0,0.421052631578945,2.3,1.06976744186047,19.3125287569128,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Cedar River - Lower tributary (0311)","Ambient Monitoring","2002-08-21",2002,"Rhithron Associates, Inc.","08CED2898",47.461466,-122.125545,676,123,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Cedar River - Lower tributary (0311)","King County - DNRP","Ambient Monitoring","08CED2898",47.461466,-122.125545,37489,40855,"Coarse",3,21,2,4,2,8,7,6,0,0.804,0.056,0.384,250,19.3,2.4,1.4,4.3,1.2,1.2,5,0,0.4,2.3,1.1,0.012528756912797
"528",2353,37,10,6,7,21,6,10,304,8,38,500,1.6,7.6,60.8,10,10,7.14285714285714,7.5,9.41176470588235,5,10,5.57894736842105,3.3,9.62790697674419,77.5614761939047,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Upper Cedar River Subbasin","Rock Creek (Upper Cedar)","Ambient Monitoring","2002-09-10",2002,"Rhithron Associates, Inc.","08CED5032",47.415086,-121.887131,825,128,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Upper Cedar River Subbasin","Rock Creek (Upper Cedar)","King County - DNRP","Ambient Monitoring","08CED5032",47.415086,-121.887131,37509,40855,"Coarse",3,37,10,6,7,23,21,6,11,0.608,0.076,0.016,500,77.6,10,10,7.1,7.5,9.4,5,10,5.6,3.3,9.6,-0.0385238060952702
"529",2354,32,7,6,6,20,7,6,84,4,38,257,1.55642023346304,14.7859922178988,32.6848249027237,7.61904761904762,8.57142857142857,7.14285714285714,6.25,8.82352941176471,6.25,8.57142857142857,10,6.89299610894942,9.63804180617139,79.7593292316474,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Webster Creek - Upper (0341)","Ambient Monitoring","2002-09-05",2002,"Rhithron Associates, Inc.","08CED5046",47.4277,-121.91545,733,129,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Webster Creek - Upper (0341)","King County - DNRP","Ambient Monitoring","08CED5046",47.4277,-121.91545,37504,40855,"Coarse",3,32,7,6,6,19,20,7,7,0.327,0.148,0.016,257,81.2,7.6,8.6,7.1,6.2,8.8,6.2,10,10,6.9,9.6,-1.44067076835259
"530",2355,21,1,4,3,10,6,0,211,48,73,362,13.2596685082873,20.1657458563536,58.2872928176796,2.38095238095238,0,4.28571428571429,2.5,2.94117647058824,5,0,6.24018610061064,9.5828729281768,6.91635616086342,39.8472583269058,"King County - DNRP",8,"Cedar River / Lake Washington Basin","E Lake Washington - Kenmore S Subbasin","Denny Creek","Ambient Monitoring","2002-08-12",2002,"Rhithron Associates, Inc.","08EAS1536",47.709929,-122.248781,489,131,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","E Lake Washington - Kenmore S Subbasin","Denny Creek","King County - DNRP","Ambient Monitoring","08EAS1536",47.709929,-122.248781,37480,40855,"Coarse",3,21,1,4,3,8,10,6,0,0.583,0.202,0.133,362,39.9,2.4,0,4.3,2.5,2.9,5,0,6.2,9.6,6.9,-0.0527416730942321
"531",2356,25,6,5,3,12,5,0,117,6,56,221,2.71493212669683,25.3393665158371,52.9411764705882,4.28571428571429,7.14285714285714,5.71428571428571,2.5,4.11764705882353,3.75,0,7.64705882352941,10,9.3686204356519,54.526183460862,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2002-08-12",2002,"Rhithron Associates, Inc.","08EAS1964",47.529663,-122.200605,752,132,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","King County - DNRP","Ambient Monitoring","08EAS1964",47.529663,-122.200605,37480,40855,"Coarse",3,25,6,5,3,14,12,5,0,0.529,0.253,0.027,221,54.5,4.3,7.1,5.7,2.5,4.1,3.8,0,7.7,10,9.4,0.0261834608619793
"532",2357,25,4,5,3,15,6,0,348,17,70,500,3.4,14,69.6,4.28571428571429,4.28571428571429,5.71428571428571,2.5,5.88235294117647,5,0,3.26315789473684,6.5,9.2093023255814,46.640527447209,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2002-08-12",2002,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691,758,133,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","King County - DNRP","Ambient Monitoring","08EAS2058",47.519171,-122.194691,37480,40855,"Coarse",3,25,4,5,3,12,15,6,0,0.696,0.14,0.034,500,46.6,4.3,4.3,5.7,2.5,5.9,5,0,3.3,6.5,9.2,0.0405274472089943
"533",2361,15,1,3,1,5,3,0,79,23,47,132,17.4242424242424,35.6060606060606,59.8484848484849,0,0,2.85714285714286,0,0,1.25,0,5.82934609250399,10,5.94785059901339,25.8843395486602,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","Ambient Monitoring","2002-09-12",2002,"Rhithron Associates, Inc.","08EAS2540",47.550172,-122.156867,461,137,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","King County - DNRP","Ambient Monitoring","08EAS2540",47.550172,-122.156867,37511,40855,"Coarse",3,15,1,3,1,5,5,3,0,0.598,0.356,0.174,132,25.9,0,0,2.9,0,0,1.2,0,5.8,10,6,-0.015660451339766
"534",2362,17,0,0,2,5,3,0,439,41,32,475,8.63157894736842,6.73684210526316,92.4210526315789,0.476190476190476,0,0,1.25,0,1.25,0,0,2.86842105263158,7.99265605875153,13.8372675875736,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","Ambient Monitoring","2002-09-12",2002,"Rhithron Associates, Inc.","08EAS2546",47.582723,-122.157426,648,138,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","King County - DNRP","Ambient Monitoring","08EAS2546",47.582723,-122.157426,37511,40855,"Coarse",3,17,0,0,2,2,5,3,0,0.924,0.067,0.086,475,13.8,0.5,0,0,1.2,0,1.2,0,0,2.9,8,0.0372675875735844
"535",2369,23,3,3,5,12,5,1,156,0,37,257,0,14.3968871595331,60.7003891050584,3.33333333333333,2.85714285714286,2.85714285714286,5,4.11764705882353,3.75,1.42857142857143,5.60516076182675,6.69844357976654,10,45.6474418766073,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","Ambient Monitoring","2002-09-25",2002,"Rhithron Associates, Inc.","08EVA3642",47.67972,-122.07785,1148,144,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","King County - DNRP","Ambient Monitoring","08EVA3642",47.67972,-122.07785,37524,40855,"Coarse",3,23,3,3,5,11,12,5,1,0.607,0.144,0,257,45.6,3.3,2.9,2.9,5,4.1,3.8,1.4,5.6,6.7,10,0.0474418766072802
"536",2372,25,3,8,3,12,7,2,275,2,68,380,0.526315789473684,17.8947368421053,72.3684210526316,4.28571428571429,2.85714285714286,10,2.5,4.11764705882353,6.25,2.85714285714286,2.53462603878117,8.44736842105263,9.87760097919217,53.7272424978495,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0111A)","Ambient Monitoring","2002-08-06",2002,"Rhithron Associates, Inc.","08EVA4249",47.63898,-122.024276,1187,149,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0111A)","King County - DNRP","Ambient Monitoring","08EVA4249",47.63898,-122.024276,37474,40855,"Coarse",3,25,3,8,3,14,12,7,2,0.724,0.179,0.005,380,53.7,4.3,2.9,10,2.5,4.1,6.2,2.9,2.5,8.4,9.9,0.0272424978494854
"537",2373,35,5,7,9,18,10,3,246,117,125,495,23.6363636363636,25.2525252525253,49.6969696969697,9.04761904761905,5.71428571428571,8.57142857142857,10,7.64705882352941,10,4.28571428571429,8.50079744816587,10,4.50317124735729,78.2700751381002,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0198)","Ambient Monitoring","2002-08-27",2002,"Rhithron Associates, Inc.","08ISS3958",47.518325,-122.036396,1286,151,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0198)","King County - DNRP","Ambient Monitoring","08ISS3958",47.518325,-122.036396,37495,40855,"Coarse",3,35,5,7,9,21,18,10,3,0.497,0.253,0.236,495,78.3,9,5.7,8.6,10,7.6,10,4.3,8.5,10,4.5,-0.0299248618998007
"538",2375,18,2,6,2,8,4,1,73,3,6,122,2.45901639344262,4.91803278688525,59.8360655737705,0.952380952380952,1.42857142857143,7.14285714285714,1.25,1.76470588235294,2.5,1.42857142857143,5.83261432269198,1.95901639344262,9.4281357224552,33.6868532733237,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0203)","Ambient Monitoring","2002-08-20",2002,"Rhithron Associates, Inc.","08ISS4373",47.501198,-122.02214,1289,154,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0203)","King County - DNRP","Ambient Monitoring","08ISS4373",47.501198,-122.02214,37488,40855,"Coarse",3,18,2,6,2,10,8,4,1,0.598,0.049,0.025,122,33.7,1,1.4,7.1,1.2,1.8,2.5,1.4,5.8,2,9.4,-0.013146726676311
"539",2378,31,7,8,5,14,6,6,123,1,58,261,0.383141762452107,22.2222222222222,47.1264367816092,7.14285714285714,8.57142857142857,10,5,5.29411764705882,5,8.57142857142857,9.1772534785239,10,9.91089726454602,78.667982675843,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Holder Creek tributary","Ambient Monitoring","2002-09-18",2002,"Rhithron Associates, Inc.","08ISS4735",47.47075,-121.964356,1243,158,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Holder Creek tributary","King County - DNRP","Ambient Monitoring","08ISS4735",47.47075,-121.964356,37517,40855,"Coarse",3,31,7,8,5,20,14,6,7,0.471,0.222,0.004,261,80.1,7.1,8.6,10,5,5.3,5,10,9.2,10,9.9,-1.43201732415697
