"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score"
"33",6337,44,6,7,8,20,6,2,340,23,70,700,3.28571428571429,10,48.5714285714286,5.86206896551724,7.14285714285714,8.57142857142857,8.75,7.64705882352941,5,2.85714285714286,5.52123552123552,4.5,9.2358803986711,65.0876722803818,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek","KC Historical","1999-09-24",1999,"Aquatic Biology Associates, Inc.","bear08",47.651357,-122.050369,119,1913,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek","King County - DNRP","KC Historical","bear08",47.651357,-122.050369,36427,42375,"Fine",3,44,6,7,8,21,20,6,2,0.486,0.1,0.033,700,65.1,5.9,7.1,8.6,8.8,7.6,5,2.9,5.5,4.5,9.2
"34",6338,52,8,6,9,32,8,4,1013,233,45,1733,13.4448932487017,2.59665320253895,58.4535487593768,8.62068965517241,10,7.14285714285714,10,10,7.5,5.71428571428571,2.85039222719546,0.798326601269475,6.87328063983682,69.499831980617,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","KC Historical","1999-09-21",1999,"Aquatic Biology Associates, Inc.","bear09",47.67534,-122.107142,87,1914,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","King County - DNRP","KC Historical","bear09",47.67534,-122.107142,36424,42375,"Fine",3,52,8,6,9,23,32,8,4,0.585,0.026,0.134,1733,69.5,8.6,10,7.1,10,10,7.5,5.7,2.8,0.8,6.9
"35",6339,42,4,5,8,15,8,1,585,168,67,1027,16.3583252190847,6.5238558909445,56.9620253164557,5.17241379310345,4.28571428571429,5.71428571428571,8.75,4.70588235294118,7.5,1.42857142857143,3.25350667122819,2.76192794547225,6.19573832114309,49.7680405124596,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Daniels Creek","KC Historical","1999-09-23",1999,"Aquatic Biology Associates, Inc.","bear13",47.76017,-122.100291,99,1916,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Daniels Creek","King County - DNRP","KC Historical","bear13",47.76017,-122.100291,36426,42375,"Fine",3,42,4,5,8,17,15,8,1,0.57,0.065,0.164,1027,49.7,5.2,4.3,5.7,8.8,4.7,7.5,1.4,3.2,2.8,6.2
"36",6342,47,6,8,9,26,12,5,713,40,109,1328,3.01204819277108,8.2078313253012,53.6897590361446,6.89655172413793,7.14285714285714,10,10,10,10,7.14285714285714,4.13790296320417,3.6039156626506,9.29952367609975,78.2236083118067,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Taylor Creek/Jem Creek (Lower Cedar)","KC Historical","1999-09-27",1999,"Aquatic Biology Associates, Inc.","cedar05",47.410313,-122.038067,60,1918,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Taylor Creek/Jem Creek (Lower Cedar)","King County - DNRP","KC Historical","cedar05",47.410313,-122.038067,36430,42375,"Fine",3,47,6,8,9,23,26,12,5,0.537,0.082,0.03,1328,78.2,6.9,7.1,10,10,10,10,7.1,4.1,3.6,9.3
"37",6482,55,7,5,7,20,4,2,623,59,73,1307,4.5141545524101,5.58530986993114,47.6664116296863,9.6551724137931,8.57142857142857,5.71428571428571,7.5,7.64705882352941,2.5,2.85714285714286,5.76583469467938,2.29265493496557,8.95019661571858,61.4537746255432,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","KC Historical","1996-09-20",1996,"Aquatic Biology Associates, Inc.","B320_MK",47.317649,-122.149955,231,1997,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","KC Historical","B320_MK",47.317649,-122.149955,35328,42376,"Fine",2,55,7,5,7,19,20,4,2,0.477,0.056,0.045,1307,61.5,9.7,8.6,5.7,7.5,7.6,2.5,2.9,5.8,2.3,9
"38",6483,54,8,11,9,28,10,8,458,59,269,1250,4.72,21.52,36.64,9.31034482758621,10,10,10,10,10,10,8.74594594594595,10,8.90232558139535,96.9586163549275,"King County - DNRP",9,"Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","KC Historical","1996-09-24",1996,"Aquatic Biology Associates, Inc.","C320_MK",47.319147,-122.118284,187,1998,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","King County - DNRP","KC Historical","C320_MK",47.319147,-122.118284,35332,42376,"Fine",3,54,8,11,9,28,28,10,8,0.366,0.215,0.047,1250,97,9.3,10,10,10,10,10,10,8.8,10,8.9
"39",6484,40,3,0,3,10,4,0,1380,865,46,1687,51.2744516893894,2.7267338470658,81.8020154119739,4.48275862068965,2.85714285714286,0,2.5,1.76470588235294,2.5,0,0,0.863366923532899,0,14.9679742837184,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","KC Historical","1996-09-23",1996,"Aquatic Biology Associates, Inc.","L320_MK",47.416816,-122.158468,232,1999,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","KC Historical","L320_MK",47.416816,-122.158468,35331,42376,"Fine",3,40,3,0,3,6,10,4,0,0.818,0.027,0.513,1687,15,4.5,2.9,0,2.5,1.8,2.5,0,0,0.9,0
"40",6485,27,2,3,3,6,4,1,3874,0,884,5580,0,15.84229390681,69.426523297491,0,1.42857142857143,2.85714285714286,2.5,0,2.5,1.42857142857143,0,7.42114695340502,10,28.1354326676907,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","KC Historical","1996-09-13",1996,"Aquatic Biology Associates, Inc.","M320_MK",47.408324,-122.159662,233,2000,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","KC Historical","M320_MK",47.408324,-122.159662,35321,42376,"Fine",1,27,2,3,3,8,6,4,1,0.694,0.158,0,5580,28.1,0,1.4,2.9,2.5,0,2.5,1.4,0,7.4,10
"41",6486,43,3,3,2,11,5,0,1153,330,285,2031,16.2481536189069,14.0324963072378,56.7700640078779,5.51724137931035,2.85714285714286,2.85714285714286,1.25,2.35294117647059,3.75,0,3.30538810597895,6.51624815361891,6.22135962351001,34.6274641531745,"King County - DNRP",9,"Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","KC Historical","1996-09-24",1996,"Aquatic Biology Associates, Inc.","R320_MK",47.348646,-121.998292,188,2002,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","King County - DNRP","KC Historical","R320_MK",47.348646,-121.998292,35332,42376,"Fine",3,43,3,3,2,8,11,5,0,0.568,0.14,0.162,2031,34.6,5.5,2.9,2.9,1.2,2.4,3.8,0,3.3,6.5,6.2
"42",6487,27,3,5,1,7,4,0,243,1,150,357,0.280112044817927,42.0168067226891,68.0672268907563,0,2.85714285714286,5.71428571428571,0,0,2.5,0,0.252100840336135,10,9.93485766399583,31.2583870757605,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","KC Historical","1996-09-13",1996,"Aquatic Biology Associates, Inc.","N320_MK",47.384985,-122.142272,234,2001,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","KC Historical","N320_MK",47.384985,-122.142272,35321,42376,"Fine",1,27,3,5,1,9,7,4,0,0.681,0.42,0.003,357,31.2,0,2.9,5.7,0,0,2.5,0,0.2,10,9.9
"43",6488,38,4,5,9,19,7,2,330,12,35,616,1.94805194805195,5.68181818181818,53.5714285714286,3.79310344827586,4.28571428571429,5.71428571428571,10,7.05882352941176,6.25,2.85714285714286,4.16988416988417,2.34090909090909,9.54696466324373,56.0168277588675,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","KC Historical","1996-09-24",1996,"Aquatic Biology Associates, Inc.","S320_MK",47.358822,-122.129238,235,2003,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","KC Historical","S320_MK",47.358822,-122.129238,35332,42376,"Fine",3,38,4,5,9,18,19,7,2,0.536,0.057,0.019,616,56,3.8,4.3,5.7,10,7.1,6.2,2.9,4.2,2.4,9.6
"44",6489,23,2,2,3,5,2,1,316,2,189,373,0.536193029490617,50.6702412868633,84.7184986595174,0,1.42857142857143,1.42857142857143,2.5,0,0,1.42857142857143,0,10,9.87530394663009,26.6610182323444,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Little Soos Creek","KC Historical","1996-09-20",1996,"Aquatic Biology Associates, Inc.","T320_MK",47.388868,-122.109851,227,2004,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Little Soos Creek","King County - DNRP","KC Historical","T320_MK",47.388868,-122.109851,35328,42376,"Fine",2,23,2,2,3,7,5,2,1,0.847,0.507,0.005,373,26.7,0,1.4,1.4,2.5,0,0,1.4,0,10,9.9
"45",7132,51,3,3,6,25,6,1,194,75,37,518,14.4787644787645,7.14285714285714,37.4517374517375,8.27586206896552,2.85714285714286,2.85714285714286,6.25,10,5,1.42857142857143,8.52655744547636,3.07142857142857,6.63284547005477,54.8995506987824,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2014-08-05",2014,"Rhithron Associates, Inc.","08LIT2488",47.7566,-122.166294,145,170,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","King County - DNRP","Ambient Monitoring","08LIT2488",47.7566,-122.166294,41856,42304,"Fine",8,51,3,3,6,12,25,6,1,0.375,0.071,0.145,518,54.9,8.3,2.9,2.9,6.2,10,5,1.4,8.5,3.1,6.6
"46",7161,29,0,2,1,5,5,0,133,34,20,213,15.962441314554,9.38967136150235,62.4413145539906,0.689655172413793,0,1.42857142857143,0,0,3.75,0,1.77261768811064,4.19483568075117,6.28780434545256,18.1234843152996,"King County - DNRP",9,"Duwamish - Green River Basin","Lower Green River - E Subbasin","Green River- Lower tributary (0069)","Ambient Monitoring","2014-08-11",2014,"Rhithron Associates, Inc.","09LOW0788",47.325585,-122.202487,203,241,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Lower Green River - E Subbasin","Green River- Lower tributary (0069)","King County - DNRP","Ambient Monitoring","09LOW0788",47.325585,-122.202487,41862,42053,"Fine",8,29,0,2,1,3,5,5,0,0.624,0.094,0.16,213,18.1,0.7,0,1.4,0,0,3.8,0,1.8,4.2,6.3
"47",7210,48,5,6,9,22,11,5,179,8,104,418,1.91387559808612,24.8803827751196,42.822966507177,7.24137931034483,5.71428571428571,7.14285714285714,10,8.82352941176471,10,7.14285714285714,7.07487391697918,10,9.55491265160788,82.6946952906966,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Rutherford Creek","Ambient Monitoring","2014-09-02",2014,"Rhithron Associates, Inc.","08EVA4077",47.651647,-122.04153,128,147,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Rutherford Creek","King County - DNRP","Ambient Monitoring","08EVA4077",47.651647,-122.04153,41884,42053,"Fine",8,48,5,6,9,20,22,11,6,0.428,0.249,0.019,418,84.1,7.2,5.7,7.1,10,8.8,10,8.6,7.1,10,9.6
"48",7320,32,4,5,5,15,7,3,281,5,262,551,0.907441016333938,47.5499092558984,50.9981851179673,1.72413793103448,4.28571428571429,5.71428571428571,5,4.70588235294118,6.25,4.28571428571429,4.86535537352234,10,9.78896720550373,56.620057148716,"King County - DNRP",7,"Lower Snoqualmie Basin","Tolt River Subbasin","Stossel Creek","Ambient Monitoring","2014-09-25",2014,"Rhithron Associates, Inc.","07STL005879",47.726437,-121.8535,29,2223,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Tolt River Subbasin","Stossel Creek","King County - DNRP","Ambient Monitoring","07STL005879",47.726437,-121.8535,41907,42053,"Fine",8,32,4,5,5,14,15,7,4,0.51,0.475,0.009,551,58,1.7,4.3,5.7,5,4.7,6.2,5.7,4.9,10,9.8
"49",7326,39,7,8,5,20,6,4,369,4,62,550,0.727272727272727,11.2727272727273,67.0909090909091,4.13793103448276,8.57142857142857,10,5,7.64705882352941,5,5.71428571428571,0.515970515970515,5.13636363636364,9.83086680761099,61.5539051036716,"King County - DNRP",7,"Snoqualmie Forks Basin","Lower Middle Fork Snoqualmie Subbasin","Snoqualmie River - Middle Fork tributary (Lower)","Ambient Monitoring","2014-08-26",2014,"Rhithron Associates, Inc.","07LMS016051",47.521714,-121.778942,30,2219,7,"WRIA 7 - Snohomish","Snoqualmie Forks Basin","Lower Middle Fork Snoqualmie Subbasin","Snoqualmie River - Middle Fork tributary (Lower)","King County - DNRP","Ambient Monitoring","07LMS016051",47.521714,-121.778942,41877,42053,"Fine",8,39,7,8,5,20,20,6,5,0.671,0.113,0.007,550,63,4.1,8.6,10,5,7.6,5,7.1,0.5,5.2,9.8
"50",7328,48,9,9,11,22,11,9,129,1,68,351,0.284900284900285,19.3732193732194,36.7521367521368,7.24137931034483,10,10,10,8.82352941176471,10,10,8.71563871563871,9.18660968660969,9.93374411979063,93.9009012441486,"King County - DNRP",7,"Lower Snoqualmie Basin","Raging River Subbasin","Snoqualmie River tributary (Raging River subbasin)","Ambient Monitoring","2014-09-15",2014,"Rhithron Associates, Inc.","07RAG016851",47.457834,-121.865721,24,2218,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Raging River Subbasin","Snoqualmie River tributary (Raging River subbasin)","King County - DNRP","Ambient Monitoring","07RAG016851",47.457834,-121.865721,41897,42053,"Fine",8,48,9,9,11,29,22,11,9,0.368,0.194,0.003,351,93.9,7.2,10,10,10,8.8,10,10,8.7,9.2,9.9
"51",7352,18,0,1,2,1,1,0,353,62,3,514,12.0622568093385,0.583657587548638,68.6770428015564,0,0,0,1.25,0,0,0,0.087285729309075,0,7.19482399782825,8.53210972713733,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Stormwater Retrofit","2013-10-16",2013,"Rhithron Associates, Inc.","May Creek Trib 0291A",47.499175,-122.126872,70,2230,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","King County - DNRP","Stormwater Retrofit","May Creek Trib 0291A",47.499175,-122.126872,41563,42003,"Fine",8,18,0,1,2,3,1,1,0,0.687,0.006,0.121,514,8.5,0,0,0,1.2,0,0,0,0.1,0,7.2
"52",7531,30,1,3,3,8,5,0,347,9,41,543,1.65745856353591,7.55064456721915,63.9042357274402,1.03448275862069,0,2.85714285714286,2.5,0.588235294117647,3.75,0,1.37723358717834,3.27532228360958,9.61454452010793,24.996961300777,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Bear Creek BP","2014-10-01",2014,"Rhithron Associates, Inc.","BearHW",47.786998,-122.074108,88,2251,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","King County - DNRP","Bear Creek BP","BearHW",47.786998,-122.074108,41913,42033,"Fine",8,30,1,3,3,7,8,5,0,0.639,0.076,0.017,543,25,1,0,2.9,2.5,0.6,3.8,0,1.4,3.3,9.6
"53",7544,45,8,5,5,23,8,3,283,38,32,534,7.11610486891386,5.99250936329588,52.9962546816479,6.20689655172414,10,5.71428571428571,5,9.41176470588235,7.5,4.28571428571429,4.32533657252759,2.49625468164794,8.34509189095027,63.2853444027323,"King County - DNRP",NA,"","","Newakum Creek","KC Historical","1996-09-24",1996,"Aquatic Biology Associates, Inc.","N322",47.231765,-121.962825,254,2252,NA,NA,NA,NA,"Newakum Creek","King County - DNRP","KC Historical","N322",47.231765,-121.962825,35332,42376,"Fine",1,45,8,5,5,18,23,8,3,0.53,0.06,0.071,534,63.3,6.2,10,5.7,5,9.4,7.5,4.3,4.3,2.5,8.3
"54",7545,33,5,3,4,16,5,1,81,2,19,291,0.687285223367698,6.52920962199313,27.8350515463918,2.06896551724138,5.71428571428571,2.85714285714286,3.75,5.29411764705882,3.75,1.42857142857143,10,2.76460481099656,9.84016622712379,47.4678542024206,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","KC Historical","1996-09-12",1996,"Aquatic Biology Associates, Inc.","O322 Newk",47.273982,-122.055962,220,1966,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","King County - DNRP","KC Historical","O322 Newk",47.273982,-122.055962,35320,42376,"Fine",1,33,5,3,4,12,16,5,1,0.278,0.065,0.007,291,47.5,2.1,5.7,2.9,3.8,5.3,3.8,1.4,10,2.8,9.8
"55",7955,39,2,5,4,14,7,1,269,154,18,521,29.5585412667946,3.45489443378119,51.6314779270633,4.13793103448276,1.42857142857143,5.71428571428571,3.75,4.11764705882353,6.25,1.42857142857143,4.69419515484774,1.22744721689059,3.12592063562916,35.8745696721024,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek","Ambient Monitoring","2015-08-05",2015,"Rhithron Associates, Inc.","08EVA3555",47.67462,-122.081052,118,141,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek","King County - DNRP","Ambient Monitoring","08EVA3555",47.67462,-122.081052,42221,42482,"Fine",8,39,2,5,4,11,14,7,1,0.516,0.035,0.296,521,35.9,4.1,1.4,5.7,3.8,4.1,6.2,1.4,4.7,1.3,3.1
"56",8054,51,5,5,5,20,9,1,247,23,56,541,4.25138632162662,10.3512014787431,45.6561922365989,8.27586206896552,5.71428571428571,5.71428571428571,5,7.64705882352941,8.75,1.42857142857143,6.30913723335165,4.67560073937153,9.01130550659846,62.5261072289594,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08BEA3478",47.694994,-122.08918,100,113,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","King County - DNRP","Ambient Monitoring","08BEA3478",47.694994,-122.08918,42242,42482,"Fine",8,51,5,5,5,15,20,9,1,0.457,0.104,0.043,541,62.5,8.3,5.7,5.7,5,7.6,8.8,1.4,6.3,4.7,9
"57",8088,43,6,5,6,19,11,5,208,45,56,505,8.91089108910891,11.0891089108911,41.1881188118812,5.51724137931035,7.14285714285714,5.71428571428571,6.25,7.05882352941176,10,7.14285714285714,7.51672464543752,5.04455445544555,7.92769974671886,69.315043756324,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","NPDESBP8",47.713362,-122.05886,109,2215,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","King County - DNRP","Bear Creek BP","NPDESBP8",47.713362,-122.05886,42256,42467,"Fine",8,43,6,5,6,17,19,11,5,0.412,0.111,0.089,505,69.3,5.5,7.1,5.7,6.2,7.1,10,7.1,7.5,5.1,7.9
"58",8089,40,5,6,8,22,8,5,279,133,33,554,24.0072202166065,5.95667870036101,50.3610108303249,4.48275862068965,5.71428571428571,7.14285714285714,8.75,8.82352941176471,7.5,7.14285714285714,5.03756464045273,2.47833935018051,4.41692553102174,61.4891175541093,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","WAM06600-076119",47.725774,-122.079922,97,929,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","King County - DNRP","Bear Creek BP","WAM06600-076119",47.725774,-122.079922,42256,42467,"Fine",8,40,5,6,8,19,22,8,5,0.504,0.06,0.24,554,61.5,4.5,5.7,7.1,8.8,8.8,7.5,7.1,5,2.5,4.4
"59",8090,36,2,6,6,18,9,2,287,9,43,446,2.01793721973094,9.64125560538117,64.3497757847534,3.10344827586207,1.42857142857143,7.14285714285714,6.25,6.47058823529412,8.75,2.85714285714286,1.25681735547206,4.32062780269058,9.53071227448118,51.1107653723714,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","NPDESBP1",47.71787,-122.086298,96,2213,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","King County - DNRP","Bear Creek BP","NPDESBP1",47.71787,-122.086298,42256,42467,"Fine",8,36,2,6,6,14,18,9,2,0.643,0.096,0.02,446,51.1,3.1,1.4,7.1,6.2,6.5,8.8,2.9,1.3,4.3,9.5
"60",8091,43,2,5,10,21,5,2,278,73,33,554,13.1768953068592,5.95667870036101,50.1805054151625,5.51724137931035,1.42857142857143,5.71428571428571,10,8.23529411764706,3.75,2.85714285714286,5.08634988779393,2.47833935018051,6.93560574259088,52.0028304775227,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-08-25",2015,"Rhithron Associates, Inc.","E1168",47.743005,-122.084012,95,2243,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","King County - DNRP","Bear Creek BP","E1168",47.743005,-122.084012,42241,42467,"Fine",8,43,2,5,10,17,21,5,2,0.502,0.06,0.132,554,52,5.5,1.4,5.7,10,8.2,3.8,2.9,5.1,2.5,6.9
"61",8092,50,6,8,6,20,13,5,198,26,80,522,4.98084291187739,15.3256704980843,37.9310344827586,7.93103448275862,7.14285714285714,10,6.25,7.64705882352941,10,7.14285714285714,8.39701770736253,7.16283524904214,8.84166443909828,80.5153249875053,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Bear Creek BP","2015-08-27",2015,"Rhithron Associates, Inc.","MackRed107",47.696021,-122.081867,101,2238,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","King County - DNRP","Bear Creek BP","MackRed107",47.696021,-122.081867,42243,42467,"Fine",8,50,6,8,6,20,20,13,5,0.379,0.153,0.05,522,80.5,7.9,7.1,10,6.2,7.6,10,7.1,8.4,7.2,8.8
"62",8094,38,4,2,4,19,4,1,256,70,22,547,12.7970749542962,4.02193784277879,46.800731261426,3.79310344827586,4.28571428571429,1.42857142857143,3.75,7.05882352941176,2.5,1.42857142857143,5.99980236177677,1.5109689213894,7.02393605714043,38.7794914608514,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Bear Creek BP","2015-09-10",2015,"Rhithron Associates, Inc.","WAM06600-017111",47.687881,-122.089474,89,914,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","King County - DNRP","Bear Creek BP","WAM06600-017111",47.687881,-122.089474,42257,42467,"Fine",8,38,4,2,4,10,19,4,1,0.468,0.04,0.128,547,38.8,3.8,4.3,1.4,3.8,7.1,2.5,1.4,6,1.5,7
"63",8095,41,6,6,5,20,11,4,292,136,103,541,25.1386321626617,19.0388170055453,53.9741219963031,4.82758620689655,7.14285714285714,7.14285714285714,5,7.64705882352941,10,5.71428571428571,4.06104810910726,9.01940850277264,4.1538064737996,64.7089081161055,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-09-10",2015,"Rhithron Associates, Inc.","NPDESBP7",47.71767,-122.071069,108,2214,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","King County - DNRP","Bear Creek BP","NPDESBP7",47.71767,-122.071069,42257,42467,"Fine",8,41,6,6,5,17,20,11,4,0.54,0.19,0.251,541,64.7,4.8,7.1,7.1,5,7.6,10,5.7,4.1,9,4.2
"64",8096,53,3,6,6,17,12,2,224,135,61,484,27.8925619834711,12.603305785124,46.2809917355372,8.96551724137931,2.85714285714286,7.14285714285714,6.25,5.88235294117647,10,2.85714285714286,6.14027250390887,5.80165289256198,3.51335767826254,59.410296114432,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-08-31",2015,"Rhithron Associates, Inc.","02P",47.706608,-122.054366,106,522,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","King County - DNRP","Bear Creek BP","02P",47.706608,-122.054366,42247,42467,"Fine",8,53,3,6,6,15,17,12,2,0.463,0.126,0.279,484,59.4,9,2.9,7.1,6.2,5.9,10,2.9,6.1,5.8,3.5
"65",8097,35,4,5,7,14,9,3,189,121,192,337,35.9050445103858,56.973293768546,56.0830860534125,2.75862068965517,4.28571428571429,5.71428571428571,7.5,4.11764705882353,8.75,4.28571428571429,3.49105782340204,10,1.6499896487475,52.5530295063425,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-08-31",2015,"Rhithron Associates, Inc.","02O",47.711746,-122.052054,105,521,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","King County - DNRP","Bear Creek BP","02O",47.711746,-122.052054,42247,42467,"Fine",8,35,4,5,7,16,14,9,3,0.561,0.57,0.359,337,52.5,2.8,4.3,5.7,7.5,4.1,8.8,4.3,3.5,10,1.7
