"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score","Agency","WRIA.Number","Basin","Subbasin","Stream.or.River","Project","Visit.Date","Year","Lab.Name","Site.Code","Latitude","Longitude"
"2860",3546,37,9,8,7,21,10,10,250,27,47,500,5.4,9.4,50,10,10,10,7.5,9.41176470588235,10,10,8.42105263157895,4.2,8.74418604651163,88.2770033839729,"Washington State Department of Ecology",47,"Stehekin River Basin","Twentyfive Mile Creek Subbasin","Twentyfive Mile Creek (Chelan)","Status and Trends WA Statewide Sentinel Site Monitoring","2010-09-28",2010,"Rhithron Associates, Inc.","SEN06600-TWEN05",47.9581,-120.29249
"2861",3548,26,7,5,4,15,6,3,278,4,24,500,0.8,4.8,55.6,4.76190476190476,8.57142857142857,5.71428571428571,3.75,5.88235294117647,5,4.28571428571429,6.94736842105263,1.9,9.81395348837209,56.6270081839345,"Washington State Department of Ecology",7,"Lower Snoqualmie Basin","Griffin Creek Subbasin","Griffin Creek","Status and Trends WA Statewide Sentinel Site Monitoring","2010-08-31",2010,"Rhithron Associates, Inc.","SEN06600-GRIF09",47.60463,-121.88505
"2862",3549,26,4,7,6,16,8,4,228,38,47,500,7.6,9.4,45.6,4.76190476190476,4.28571428571429,8.57142857142857,6.25,6.47058823529412,7.5,5.71428571428571,9.57894736842105,4.2,8.23255813953488,65.5654270765834,"Washington State Department of Ecology",NA,"","","Little Pend Oreille River","Status and Trends WA Statewide Sentinel Site Monitoring","2010-09-15",2010,"Rhithron Associates, Inc.","SEN06600-LITT06",48.45654,-117.71508
"2863",3550,31,10,8,4,18,6,8,259,0,45,500,0,9,51.8,7.14285714285714,10,10,3.75,7.64705882352941,5,10,7.94736842105263,4,10,75.4872843874392,"Washington State Department of Ecology",NA,"","","Hamma Hamma River","Status and Trends WA Statewide Sentinel Site Monitoring","2010-08-03",2010,"Rhithron Associates, Inc.","SEN06600-HAMM03",47.59704,-123.15326
"2864",3551,28,10,5,4,15,5,6,370,1,28,500,0.2,5.6,74,5.71428571428571,10,5.71428571428571,3.75,5.88235294117647,3.75,8.57142857142857,2.10526315789474,2.3,9.95348837209302,57.7411044711642,"Washington State Department of Ecology",20,"Mt Olympus Basin","Upper Hoh River Subbasin","Twin Creek","Status and Trends WA Statewide Sentinel Site Monitoring","2010-08-10",2010,"Rhithron Associates, Inc.","SEN06600-TWIN02",47.83294,-123.9927
"2865",3552,28,7,9,6,20,11,12,160,13,55,306,4.2483660130719,17.9738562091503,52.2875816993464,5.71428571428571,8.57142857142857,10,6.25,8.82352941176471,10,10,7.81905744754042,8.48692810457516,9.01200790393677,84.6772371535313,"Washington State Department of Ecology",26,"Upper Cowlitz River Basin","Ohanapecosh River Subbasin","Laughing Water Creek","Status and Trends WA Statewide Sentinel Site Monitoring","2010-07-27",2010,"Rhithron Associates, Inc.","SEN06600-LAUG07",46.75523,-121.54043
"2866",3553,27,3,4,3,10,8,0,290,238,32,500,47.6,6.4,58,5.23809523809524,2.85714285714286,4.28571428571429,2.5,2.94117647058824,7.5,0,6.31578947368421,2.7,0,34.3379183252248,"City of Seattle",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Mapes Creek","Status & Trends","2010-08-30",2010,"Aquatic Biology Associates, Inc.","MAMA6255",47.514485,-122.267667
"2867",3554,9,1,0,2,4,3,0,407,345,9,500,69,1.8,81.4,0,0,0,1.25,0,1.25,0,0.157894736842108,0.4,0,3.05789473684211,"City of Seattle",9,"Duwamish - Green River Basin","Longfellow Creek Subbasin","Longfellow Creek","Status & Trends","2010-09-08",2010,"Aquatic Biology Associates, Inc.","LFMA3396",47.555002,-122.367783
"2868",3558,25,1,5,4,9,7,1,292,94,69,420,22.3809523809524,16.4285714285714,69.5238095238095,4.28571428571429,0,5.71428571428571,3.75,2.35294117647059,6.25,1.42857142857143,3.28320802005013,7.71428571428571,4.79512735326689,39.5741336926447,"City of Seattle",9,"Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Schmitz Creek","Status & Trends","2010-09-10",2010,"Aquatic Biology Associates, Inc.","SCMA9065",47.575194,-122.401214
"2869",3559,14,1,0,1,5,2,0,347,234,5,500,46.8,1,69.4,0,0,0,0,0,0,0,3.31578947368421,0,0,3.31578947368421,"City of Seattle",9,"Duwamish - Green River Basin","Longfellow Creek Subbasin","Longfellow Creek","Status & Trends","2010-09-13",2010,"Aquatic Biology Associates, Inc.","LFMA2559",47.543087,-122.363956
"2870",3560,13,1,0,1,4,2,0,400,71,10,474,14.9789029535865,2.10970464135021,84.3881856540084,0,0,0,0,0,0,0,0,0.554852320675105,6.51653419684035,7.07138651751545,"City of Seattle",9,"Duwamish - Green River Basin","Longfellow Creek Subbasin","Longfellow Creek","Status & Trends","2010-09-21",2010,"Aquatic Biology Associates, Inc.","LFMA0954",47.529961,-122.363695
"2871",3561,17,1,3,2,5,5,1,54,8,8,81,9.87654320987654,9.87654320987654,66.6666666666667,0.476190476190476,0,2.85714285714286,1.25,0,3.75,1.42857142857143,4.03508771929825,4.43827160493827,7.70312948607522,25.9383935722165,"City of Seattle",9,"Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Fauntleroy Creek","Status & Trends","2010-09-17",2010,"Aquatic Biology Associates, Inc.","FAMA0851",47.521366,-122.386388
"2872",3562,20,2,4,3,5,2,1,167,30,3,264,11.3636363636364,1.13636363636364,63.2575757575758,1.9047619047619,1.42857142857143,4.28571428571429,2.5,0,0,1.42857142857143,4.93221690590112,0.0681818181818182,7.35729386892178,23.9053116406238,"City of Seattle",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","Status & Trends","2010-09-20",2010,"Aquatic Biology Associates, Inc.","TAMA7468",47.506984,-122.247134
"2873",3563,12,3,1,2,5,1,0,68,11,3,101,10.8910891089109,2.97029702970297,67.3267326732673,0,2.85714285714286,0,1.25,0,0,0,3.86138613861386,0.985148514851485,7.46718857932305,16.4208660899313,"City of Seattle",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","Status & Trends","2010-09-20",2010,"Aquatic Biology Associates, Inc.","TAEF6250",47.502649,-122.245946
"2874",3564,11,1,0,2,5,4,0,434,372,4,500,74.4,0.8,86.8,0,0,0,1.25,0,2.5,0,0,0,0,3.75,"City of Seattle",9,"Duwamish - Green River Basin","Longfellow Creek Subbasin","Longfellow Creek","Status & Trends","2010-09-08",2010,"Aquatic Biology Associates, Inc.","LFMA3490",47.55878,-122.368681
"2875",3663,21,2,6,3,13,8,2,283,63,71,500,12.6,14.2,56.6,2.38095238095238,1.42857142857143,7.14285714285714,2.5,4.70588235294118,7.5,2.85714285714286,6.68421052631579,6.6,7.06976744186047,48.8693841306412,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2011-08-01",2011,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"2876",3664,14,1,1,3,5,3,0,99,64,33,173,36.9942196531792,19.0751445086705,57.2254335260116,0,0,0,2.5,0,1.25,0,6.51962275631275,9.03757225433526,1.39669310391182,20.7038881145598,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Mercer Is. Subbasin","Lake Washington tributary (Mercer Is.)","Ambient Monitoring","2011-08-01",2011,"Rhithron Associates, Inc.","08EAS1502",47.5578,-122.2297
"2877",3665,31,5,5,6,17,6,2,219,48,28,500,9.6,5.6,43.8,7.14285714285714,5.71428571428571,5.71428571428571,6.25,7.05882352941176,5,2.85714285714286,10,2.3,7.76744186046512,59.8048368184483,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2011-08-23",2011,"Rhithron Associates, Inc.","09NEW1875",47.220818,-121.997846
"2878",3666,23,3,6,4,12,6,3,258,39,62,500,7.8,12.4,51.6,3.33333333333333,2.85714285714286,7.14285714285714,3.75,4.11764705882353,5,4.28571428571429,8,5.7,8.18604651162791,52.3727411894991,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Little Soos Creek","Ambient Monitoring","2011-08-22",2011,"Rhithron Associates, Inc.","09SOO1209",47.358599,-122.125122
"2879",3667,20,3,4,2,8,4,0,351,133,33,500,26.6,6.6,70.2,1.9047619047619,2.85714285714286,4.28571428571429,1.25,1.76470588235294,2.5,0,3.10526315789474,2.8,3.81395348837209,24.2815415762388,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Madsen Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08CED2711",47.453235,-122.137979
"2880",3668,28,5,4,3,12,7,1,232,62,34,388,15.979381443299,8.76288659793814,59.7938144329897,5.71428571428571,5.71428571428571,4.28571428571429,2.5,4.11764705882353,6.25,1.42857142857143,5.84373304395008,3.88144329896907,6.28386478062815,46.019545325228,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Cedar River - Lower tributary (0311)","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08CED2898",47.461466,-122.125545
"2881",3669,15,2,4,4,8,3,1,261,77,65,500,15.4,13,52.2,0,1.42857142857143,4.28571428571429,3.75,1.76470588235294,1.25,1.42857142857143,7.84210526315789,6,6.41860465116279,34.1682729395308,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Maplewood Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08CED2433",47.474227,-122.163593
"2882",3670,23,2,5,3,12,9,0,222,12,114,358,3.35195530726257,31.8435754189944,62.0111731843575,3.33333333333333,1.42857142857143,5.71428571428571,2.5,4.11764705882353,8.75,0,5.26021758306381,10,9.22047550993894,50.3245306280167,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Molasses Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08CED2518",47.466198,-122.159083
"2883",3671,25,4,8,4,11,5,2,234,6,43,500,1.2,8.6,46.8,4.28571428571429,4.28571428571429,10,3.75,3.52941176470588,3.75,2.85714285714286,9.26315789473684,3.8,9.72093023255814,55.2420713205723,"King County - DNRP",9,"Duwamish - Green River Basin","Jenkins Creek Subbasin","Jenkins Creek","Ambient Monitoring","2011-08-22",2011,"Rhithron Associates, Inc.","09JEN1318",47.362218,-122.099903
"2884",3672,27,5,6,3,14,6,2,173,40,62,483,8.2815734989648,12.8364389233954,35.8178053830228,5.23809523809524,5.71428571428571,7.14285714285714,2.5,5.29411764705882,5,2.85714285714286,10,5.91821946169772,8.07405267465935,57.7387707357968,"King County - DNRP",9,"Duwamish - Green River Basin","Jenkins Creek Subbasin","Jenkins Creek","Ambient Monitoring","2011-08-22",2011,"Rhithron Associates, Inc.","09JEN1358",47.373126,-122.097164
"2885",3673,13,1,0,2,5,2,0,406,343,50,500,68.6,10,81.2,0,0,0,1.25,0,0,0,0.210526315789474,4.5,0,5.96052631578947,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Maple Leaf Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08WES0629",47.702708,-122.308342
"2886",3674,21,3,3,4,9,3,1,327,160,10,500,32,2,65.4,2.38095238095238,2.85714285714286,2.85714285714286,3.75,2.35294117647059,1.25,1.42857142857143,4.36842105263158,0.5,2.55813953488372,24.3033112877954,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle N Subbasin","Ravenna Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08WES0622",47.673452,-122.310727
"2887",3675,14,1,3,2,5,3,0,438,382,17,500,76.4,3.4,87.6,0,0,2.85714285714286,1.25,0,1.25,0,0,1.2,0,6.55714285714286,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","Ambient Monitoring","2011-08-25",2011,"Rhithron Associates, Inc.","08EAS2546",47.582723,-122.157426
"2888",3676,30,4,5,4,15,7,2,132,11,79,334,3.2934131736527,23.6526946107784,39.5209580838323,6.66666666666667,4.28571428571429,5.71428571428571,3.75,5.88235294117647,6.25,2.85714285714286,10,10,9.23408995961565,64.6402524246016,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Ambient Monitoring","2011-08-25",2011,"Rhithron Associates, Inc.","08BEA3478",47.694994,-122.08918
"2889",3677,26,4,5,4,14,8,2,179,2,118,393,0.508905852417303,30.0254452926209,45.5470737913486,4.76190476190476,4.28571428571429,5.71428571428571,3.75,5.29411764705882,7.5,2.85714285714286,9.59287531806616,10,9.88164980176342,63.637690385936,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Ambient Monitoring","2011-08-25",2011,"Rhithron Associates, Inc.","08BEA3737",47.718328,-122.073941
"2890",3678,13,1,2,0,3,3,0,337,100,2,500,20,0.4,67.4,0,0,1.42857142857143,0,0,1.25,0,3.84210526315789,0,5.34883720930233,11.8695139010316,"King County - DNRP",8,"Sammamish River Basin","W Lake Sammamish Subbasin","Idylwood Creek","Ambient Monitoring","2011-08-03",2011,"Rhithron Associates, Inc.","08LAK3121",47.641052,-122.106516
"2891",3679,20,1,5,4,8,5,1,389,59,14,500,11.8,2.8,77.8,1.9047619047619,0,5.71428571428571,3.75,1.76470588235294,3.75,1.42857142857143,1.10526315789474,0.9,7.25581395348837,27.5734020413551,"King County - DNRP",8,"Sammamish River Basin","E Lake Sammamish Subbasin","Pine Lake Creek","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08LAK3540",47.600939,-122.080335
"2892",3680,14,1,1,1,6,3,0,366,168,18,500,33.6,3.6,73.2,0,0,0,0,0.588235294117647,1.25,0,2.31578947368421,1.3,2.18604651162791,7.64007127942976,"King County - DNRP",8,"Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek","Ambient Monitoring","2011-08-09",2011,"Rhithron Associates, Inc.","08LAK3616",47.553342,-122.068203
"2893",3681,15,2,2,3,10,3,1,362,213,27,500,42.6,5.4,72.4,0,1.42857142857143,1.42857142857143,2.5,2.94117647058824,1.25,1.42857142857143,2.52631578947369,2.2,0.0930232558139537,15.7962298015902,"King County - DNRP",8,"Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek - Lower","Ambient Monitoring","2011-08-09",2011,"Rhithron Associates, Inc.","08LAK3699",47.541782,-122.064195
"2894",3682,22,1,4,4,8,6,2,211,48,121,433,11.0854503464203,27.9445727482679,48.729792147806,2.85714285714286,0,4.28571428571429,3.75,1.76470588235294,5,2.85714285714286,8.75531785584052,10,7.42198829153016,46.6920120297236,"King County - DNRP",8,"Sammamish River Basin","E Lake Sammamish Subbasin","Ebright Creek","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08LAK3627",47.608584,-122.071866
"2895",3683,15,1,3,4,7,4,1,443,23,18,500,4.6,3.6,88.6,0,0,2.85714285714286,3.75,1.17647058823529,2.5,1.42857142857143,0,1.3,8.93023255813953,21.9424174320891,"King County - DNRP",8,"Sammamish River Basin","E Lake Sammamish Subbasin","Eden/George Davis Creek","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08LAK3628",47.615284,-122.066971
"2896",3684,19,2,4,2,8,5,2,58,11,19,98,11.2244897959184,19.3877551020408,59.1836734693878,1.42857142857143,1.42857142857143,4.28571428571429,1.25,1.76470588235294,3.75,2.85714285714286,6.00429645542427,9.19387755102041,7.38965353583294,39.3525334246306,"King County - DNRP",8,"Sammamish River Basin","E Lake Sammamish Subbasin","Many Springs Creek","Ambient Monitoring","2011-08-09",2011,"Rhithron Associates, Inc.","08LAK3880",47.569898,-122.053288
"2897",3685,22,3,2,5,14,3,1,317,55,18,500,11,3.6,63.4,2.85714285714286,2.85714285714286,1.42857142857143,5,5.29411764705882,1.25,1.42857142857143,4.89473684210526,1.3,7.44186046511628,33.7521435257089,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2011-08-24",2011,"Rhithron Associates, Inc.","08LIT2488",47.7566,-122.166294
"2898",3686,27,6,5,5,15,5,2,225,56,36,500,11.2,7.2,45,5.23809523809524,7.14285714285714,5.71428571428571,5,5.88235294117647,3.75,2.85714285714286,9.73684210526316,3.1,7.3953488372093,55.8169248360299,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2011-08-24",2011,"Rhithron Associates, Inc.","08LIT2682",47.763211,-122.156929
"2899",3687,24,3,2,5,14,3,1,272,39,24,500,7.8,4.8,54.4,3.80952380952381,2.85714285714286,1.42857142857143,5,5.29411764705882,1.25,1.42857142857143,7.26315789473684,1.9,8.18604651162791,38.4171315772331,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2011-08-24",2011,"Rhithron Associates, Inc.","08LIT2685",47.778471,-122.154549
"2900",3688,23,5,5,3,14,6,3,261,6,36,500,1.2,7.2,52.2,3.33333333333333,5.71428571428571,5.71428571428571,2.5,5.29411764705882,5,4.28571428571429,7.84210526315789,3.1,9.72093023255814,52.5047721903939,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2011-08-24",2011,"Rhithron Associates, Inc.","08LIT2781",47.790039,-122.144532
"2901",3689,11,1,2,2,5,1,0,414,272,3,500,54.4,0.6,82.8,0,0,1.42857142857143,1.25,0,0,0,0,0,0,2.67857142857143,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Peters Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08SAM0000",47.682628,-122.143714
"2902",3690,15,1,3,3,5,3,0,412,69,2,500,13.8,0.4,82.4,0,0,2.85714285714286,2.5,0,1.25,0,0,0,6.7906976744186,13.3978405315615,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0101)","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08SAM2855",47.696997,-122.131529
"2903",3693,33,5,5,7,14,6,4,231,21,55,500,4.2,11,46.2,8.09523809523809,5.71428571428571,5.71428571428571,7.5,5.29411764705882,5,5.71428571428571,9.42105263157895,5,9.02325581395349,66.4765213306865,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0095D)","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08SAM3047",47.720449,-122.124316
"2904",3694,14,3,3,3,5,1,0,348,32,14,500,6.4,2.8,69.6,0,2.85714285714286,2.85714285714286,2.5,0,0,0,3.26315789473684,0.9,8.51162790697675,20.8890715159993,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Garrison Creek - S Fork","Ambient Monitoring","2011-08-02",2011,"Rhithron Associates, Inc.","09BLA0722",47.407005,-122.216196
"2905",3695,22,2,5,6,10,6,1,289,90,87,500,18,17.4,57.8,2.85714285714286,1.42857142857143,5.71428571428571,6.25,2.94117647058824,5,1.42857142857143,6.36842105263158,8.2,5.81395348837209,46.0021224401633,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Springbrook Creek (Black River)","Ambient Monitoring","2011-08-02",2011,"Rhithron Associates, Inc.","09BLA0768",47.428348,-122.214069
"2906",3696,18,2,3,4,9,4,0,354,196,81,500,39.2,16.2,70.8,0.952380952380952,1.42857142857143,2.85714285714286,3.75,2.35294117647059,2.5,0,2.94736842105263,7.6,0.883720930232558,25.272125765851,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River)","Ambient Monitoring","2011-08-02",2011,"Rhithron Associates, Inc.","09BLA0771",47.442177,-122.207574
"2907",3697,19,1,3,4,8,5,0,342,85,30,500,17,6,68.4,1.42857142857143,0,2.85714285714286,3.75,1.76470588235294,3.75,0,3.57894736842105,2.5,6.04651162790698,25.6758791643953,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River)","Ambient Monitoring","2011-08-02",2011,"Rhithron Associates, Inc.","09BLA0772",47.445022,-122.211052
"2908",3698,10,1,2,1,1,0,0,163,7,2,182,3.84615384615385,1.0989010989011,89.5604395604396,0,0,1.42857142857143,0,0,0,0,0,0.0494505494505495,9.10554561717352,10.5835675951955,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River) tributary","Ambient Monitoring","2011-08-02",2011,"Rhithron Associates, Inc.","09BLA0813",47.444251,-122.203461
"2909",3699,18,6,6,2,10,6,6,441,0,28,500,0,5.6,88.2,0.952380952380952,7.14285714285714,7.14285714285714,1.25,2.94117647058824,5,8.57142857142857,0,2.3,10,45.300700280112,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Icy Creek","Ambient Monitoring","2011-08-17",2011,"Rhithron Associates, Inc.","09MID1958",47.278886,-121.978571
"2910",3700,28,7,7,4,16,6,5,295,0,53,500,0,10.6,59,5.71428571428571,8.57142857142857,8.57142857142857,3.75,6.47058823529412,5,7.14285714285714,6.05263157894737,4.8,10,66.0732198142415,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2011-08-17",2011,"Rhithron Associates, Inc.","09NEW1657",47.250042,-122.037744
"2911",3701,20,3,4,3,12,5,1,306,167,26,500,33.4,5.2,61.2,1.9047619047619,2.85714285714286,4.28571428571429,2.5,4.11764705882353,3.75,1.42857142857143,5.47368421052632,2.1,2.23255813953488,30.6500798850752,"King County - DNRP",8,"Cedar River / Lake Washington Basin","McAleer Creek Subbasin","McAleer Creek","Ambient Monitoring","2011-08-18",2011,"Rhithron Associates, Inc.","08WES0903",47.752199,-122.281877
"2912",3702,26,0,3,3,10,6,0,322,16,28,500,3.2,5.6,64.4,4.76190476190476,0,2.85714285714286,2.5,2.94117647058824,5,0,4.63157894736842,2.3,9.25581395348837,34.2476169904926,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Crisp Creek tributary","Ambient Monitoring","2011-08-10",2011,"Rhithron Associates, Inc.","09MID1537",47.291898,-122.059923
"2913",3703,23,2,8,4,13,6,2,385,22,48,500,4.4,9.6,77,3.33333333333333,1.42857142857143,10,3.75,4.70588235294118,5,2.85714285714286,1.31578947368421,4.3,8.97674418604651,45.6674636317195,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2011-08-31",2011,"Rhithron Associates, Inc.","08EAS1964",47.529663,-122.200605
"2914",3704,26,6,8,4,16,6,6,343,115,58,500,23,11.6,68.6,4.76190476190476,7.14285714285714,10,3.75,6.47058823529412,5,8.57142857142857,3.52631578947368,5.3,4.65116279069767,59.174257291656,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Carey Creek","Ambient Monitoring","2011-09-08",2011,"Rhithron Associates, Inc.","08ISS4724",47.427716,-121.978422
"2915",3705,26,5,6,5,13,7,2,274,38,54,500,7.6,10.8,54.8,4.76190476190476,5.71428571428571,7.14285714285714,5,4.70588235294118,6.25,2.85714285714286,7.1578947368421,4.9,8.23255813953488,56.7225257055086,"King County - DNRP",9,"Duwamish - Green River Basin","Jenkins Creek Subbasin","Jenkins Creek","Ambient Monitoring","2011-09-08",2011,"Rhithron Associates, Inc.","09JEN1357",47.3689,-122.098899
"2916",3706,21,4,2,3,11,5,0,401,36,4,500,7.2,0.8,80.2,2.38095238095238,4.28571428571429,1.42857142857143,2.5,3.52941176470588,3.75,0,0.473684210526315,0,8.32558139534884,26.6739154658191,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Ambient Monitoring","2011-09-07",2011,"Rhithron Associates, Inc.","08BEA3474",47.677597,-122.098301
"2917",3707,32,4,8,7,20,8,3,284,24,56,500,4.8,11.2,56.8,7.61904761904762,4.28571428571429,10,7.5,8.82352941176471,7.5,4.28571428571429,6.63157894736842,5.1,8.88372093023256,70.6293054798419,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Ambient Monitoring","2011-09-07",2011,"Rhithron Associates, Inc.","08BEA3650",47.717871,-122.076997
"2918",3708,29,7,4,4,13,5,6,293,1,79,500,0.2,15.8,58.6,6.19047619047619,8.57142857142857,4.28571428571429,3.75,4.70588235294118,3.75,8.57142857142857,6.15789473684211,7.4,9.95348837209302,63.3363130809239,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2011-09-07",2011,"Rhithron Associates, Inc.","09NEW2151",47.224415,-121.931257
"2919",3709,23,4,5,6,12,4,3,319,9,37,500,1.8,7.4,63.8,3.33333333333333,4.28571428571429,5.71428571428571,6.25,4.11764705882353,2.5,4.28571428571429,4.78947368421052,3.2,9.58139534883721,48.0575637109189,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek - N Fork","Ambient Monitoring","2011-09-07",2011,"Rhithron Associates, Inc.","09NEW2128",47.234245,-121.93519
"2920",3710,26,7,5,5,19,4,6,294,68,20,500,13.6,4,58.8,4.76190476190476,8.57142857142857,5.71428571428571,5,8.23529411764706,2.5,8.57142857142857,6.10526315789474,1.5,6.83720930232558,57.796814196915,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Fifteenmile Creek","Ambient Monitoring","2011-08-31",2011,"Rhithron Associates, Inc.","08ISS4294",47.484906,-122.028632
"2921",3711,13,1,4,3,7,1,1,471,294,28,500,58.8,5.6,94.2,0,0,4.28571428571429,2.5,1.17647058823529,0,1.42857142857143,0,2.3,0,11.690756302521,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Vashon-Maury Island Subbasin","Shinglemill Creek","Vashon","2011-08-16",2011,"Rhithron Associates, Inc.","VashShing",47.47628,-122.4815
"2922",3712,28,3,7,5,13,6,3,282,15,47,500,3,9.4,56.4,5.71428571428571,2.85714285714286,8.57142857142857,5,4.70588235294118,5,4.28571428571429,6.73684210526316,4.2,9.30232558139535,56.3736214681711,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Vashon-Maury Island Subbasin","Judd Creek","Vashon","2011-08-16",2011,"Rhithron Associates, Inc.","VashJudd",47.40993,-122.47088
"2923",3713,25,3,5,5,10,8,3,313,68,50,500,13.6,10,62.6,4.28571428571429,2.85714285714286,5.71428571428571,5,2.94117647058824,7.5,4.28571428571429,5.10526315789474,4.5,6.83720930232558,49.0265060736657,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Vashon-Maury Island Subbasin","Christenson Creek","Vashon","2011-08-16",2011,"Rhithron Associates, Inc.","VashChris",47.40277,-122.51693
"2924",3714,29,7,7,6,16,9,7,281,12,43,500,2.4,8.6,56.2,6.19047619047619,8.57142857142857,8.57142857142857,6.25,6.47058823529412,8.75,10,6.78947368421053,3.8,9.44186046511628,74.8352557179543,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek - E Fork","Ambient Monitoring","2011-08-29",2011,"Rhithron Associates, Inc.","08ISS4884",47.525851,-121.941132
